;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 19/05/2017 01:45:49 p. m.
;----------------------------------------------

;Address Opcode 	ASM
;LCD_i2c.mbas,160 :: 		I2C1_Wr($30 or rs or $00 or $08)
0x15D8	0x0E30      	MOVLW       48
0x15DA	0x1057      	IORWF       I2C_LCD_Init_rs, 0 
0x15DC	0x0100      	MOVLB       0
0x15DE	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x15E0	0x8768      	BSF         FARG_I2C1_Wr_data_, 3, 1
0x15E2	0xDD94      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,161 :: 		I2C1_Is_Idle()
0x15E4	0xDD77      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,163 :: 		Delay_ms(10)
0x15E6	0x0E9C      	MOVLW       156
0x15E8	0x6E0C      	MOVWF       R12, 0
0x15EA	0x0ED7      	MOVLW       215
0x15EC	0x6E0D      	MOVWF       R13, 0
L__I2C_LCD_Init36:
0x15EE	0x2E0D      	DECFSZ      R13, 1, 0
0x15F0	0xD7FE      	BRA         L__I2C_LCD_Init36
0x15F2	0x2E0C      	DECFSZ      R12, 1, 0
0x15F4	0xD7FC      	BRA         L__I2C_LCD_Init36
;LCD_i2c.mbas,165 :: 		I2C1_Wr($20 or rs or $04 or $08)
0x15F6	0x0E20      	MOVLW       32
0x15F8	0x1057      	IORWF       I2C_LCD_Init_rs, 0 
0x15FA	0x0100      	MOVLB       0
0x15FC	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x15FE	0x8568      	BSF         FARG_I2C1_Wr_data_, 2, 1
0x1600	0x8768      	BSF         FARG_I2C1_Wr_data_, 3, 1
0x1602	0xDD84      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,166 :: 		I2C1_Is_Idle()
0x1604	0xDD67      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,167 :: 		Delay_us(50)
0x1606	0x0EC7      	MOVLW       199
0x1608	0x6E0D      	MOVWF       R13, 0
L__I2C_LCD_Init37:
0x160A	0x2E0D      	DECFSZ      R13, 1, 0
0x160C	0xD7FE      	BRA         L__I2C_LCD_Init37
0x160E	0x0000      	NOP
0x1610	0x0000      	NOP
;LCD_i2c.mbas,168 :: 		I2C1_Wr($20 or rs or $00 or $08)
0x1612	0x0E20      	MOVLW       32
0x1614	0x1057      	IORWF       I2C_LCD_Init_rs, 0 
0x1616	0x0100      	MOVLB       0
0x1618	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x161A	0x8768      	BSF         FARG_I2C1_Wr_data_, 3, 1
0x161C	0xDD77      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,169 :: 		I2C1_Is_Idle()
0x161E	0xDD5A      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,170 :: 		I2C1_Stop()
0x1620	0xDD73      	RCALL       _I2C1_Stop
;LCD_i2c.mbas,172 :: 		Delay_ms(10)
0x1622	0x0E9C      	MOVLW       156
0x1624	0x6E0C      	MOVWF       R12, 0
0x1626	0x0ED7      	MOVLW       215
0x1628	0x6E0D      	MOVWF       R13, 0
L__I2C_LCD_Init38:
0x162A	0x2E0D      	DECFSZ      R13, 1, 0
0x162C	0xD7FE      	BRA         L__I2C_LCD_Init38
0x162E	0x2E0C      	DECFSZ      R12, 1, 0
0x1630	0xD7FC      	BRA         L__I2C_LCD_Init38
;LCD_i2c.mbas,174 :: 		I2C_LCD_Cmd($28)
0x1632	0x0E28      	MOVLW       40
0x1634	0x0100      	MOVLB       0
0x1636	0x6F64      	MOVWF       FARG_I2C_LCD_Cmd_out_char, 1
0x1638	0xDE49      	RCALL       _I2C_LCD_Cmd
;LCD_i2c.mbas,175 :: 		I2C_LCD_Cmd($06)
0x163A	0x0E06      	MOVLW       6
0x163C	0x6F64      	MOVWF       FARG_I2C_LCD_Cmd_out_char, 1
0x163E	0xDE46      	RCALL       _I2C_LCD_Cmd
;LCD_i2c.mbas,176 :: 		end sub
L_end_I2C_LCD_Init:
0x1640	0x0012      	RETURN      0
; end of _I2C_LCD_Init
_I2C_LCD_Out:
;LCD_i2c.mbas,179 :: 		Dim i as byte
;LCD_i2c.mbas,181 :: 		for i = 0 to Strlen(text) - 1
0x1642	0x6A5B      	CLRF        I2C_LCD_Out_i 
L__I2C_LCD_Out40:
0x1644	0xF05EC059  	MOVFF       FARG_I2C_LCD_Out_text, FARG_strlen_s
0x1648	0xF05FC05A  	MOVFF       FARG_I2C_LCD_Out_text+1, FARG_strlen_s+1
0x164C	0xDE9B      	RCALL       _strlen
0x164E	0x0E01      	MOVLW       1
0x1650	0x5C00      	SUBWF       R0, 0 
0x1652	0x6E5C      	MOVWF       FLOC__I2C_LCD_Out 
0x1654	0x0E00      	MOVLW       0
0x1656	0x5801      	SUBWFB      R1, 0 
0x1658	0x6E5D      	MOVWF       FLOC__I2C_LCD_Out+1 
0x165A	0x0E00      	MOVLW       0
0x165C	0x5C5D      	SUBWF       FLOC__I2C_LCD_Out+1, 0 
0x165E	0xE102      	BNZ         L__I2C_LCD_Out62
0x1660	0x505B      	MOVF        I2C_LCD_Out_i, 0 
0x1662	0x5C5C      	SUBWF       FLOC__I2C_LCD_Out, 0 
L__I2C_LCD_Out62:
0x1664	0xE316      	BNC         L__I2C_LCD_Out44
;LCD_i2c.mbas,182 :: 		I2C_LCD_Chr(row, column, text[i])
0x1666	0xF061C057  	MOVFF       FARG_I2C_LCD_Out_row, FARG_I2C_LCD_Chr_row
0x166A	0xF062C058  	MOVFF       FARG_I2C_LCD_Out_column, FARG_I2C_LCD_Chr_column
0x166E	0x505B      	MOVF        I2C_LCD_Out_i, 0 
0x1670	0x2459      	ADDWF       FARG_I2C_LCD_Out_text, 0 
0x1672	0x6EE9      	MOVWF       FSR0L 
0x1674	0x0E00      	MOVLW       0
0x1676	0x205A      	ADDWFC      FARG_I2C_LCD_Out_text+1, 0 
0x1678	0x6EEA      	MOVWF       FSR0H 
0x167A	0xF063CFEE  	MOVFF       POSTINC0, FARG_I2C_LCD_Chr_out_char
0x167E	0xDE9B      	RCALL       _I2C_LCD_Chr
;LCD_i2c.mbas,183 :: 		column = column + 1
0x1680	0x2A58      	INCF        FARG_I2C_LCD_Out_column, 1 
;LCD_i2c.mbas,184 :: 		next i
0x1682	0x0E00      	MOVLW       0
0x1684	0x185D      	XORWF       FLOC__I2C_LCD_Out+1, 0 
0x1686	0xE102      	BNZ         L__I2C_LCD_Out63
0x1688	0x505C      	MOVF        FLOC__I2C_LCD_Out, 0 
0x168A	0x185B      	XORWF       I2C_LCD_Out_i, 0 
L__I2C_LCD_Out63:
0x168C	0xE002      	BZ          L__I2C_LCD_Out44
0x168E	0x2A5B      	INCF        I2C_LCD_Out_i, 1 
0x1690	0xD7D9      	BRA         L__I2C_LCD_Out40
L__I2C_LCD_Out44:
;LCD_i2c.mbas,185 :: 		end sub
L_end_I2C_LCD_Out:
0x1692	0x0012      	RETURN      0
; end of _I2C_LCD_Out
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x1000     [180]    _main
0x10B4      [14]    _UART1_Write
0x10C2      [18]    _SPI1_Write
0x10D4      [28]    _I2C1_Is_Idle
0x10F0      [24]    _____DoIFC
0x1108       [4]    _I2C1_Stop
0x110C     [266]    _I2C1_Wr
0x1216     [182]    _I2C1_Start
0x12CC     [184]    _I2C_LCD_Cmd
0x1384      [50]    _strlen
0x13B6     [238]    _I2C_LCD_Chr
0x14A4     [126]    _I2C1_Init
0x1522     [288]    _I2C_LCD_Init
0x1642      [82]    _I2C_LCD_Out
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    PutZerosToLATSda_temp_sda
0x0000       [1]    R0
0x0000       [1]    EEPROM_Write_SaveINTCON
0x0000       [1]    PutZerosToLATScl_temp_scl
0x0000       [1]    UART1_Init_tmp
0x0000       [1]    SPI1_Write_tmp
0x0000       [1]    FLASH_Erase_64_SaveINTCON
0x0001       [1]    UART1_TX_Idle_local_result
0x0001       [1]    Mmc_Fat_EOF_local_result
0x0001       [2]    strncpy_ptr1
0x0001       [1]    EEPROM_Read_local_result
0x0001       [2]    strcat_ptr1
0x0001       [2]    strncat2_ptr1
0x0001       [1]    MM_error_local_result
0x0001       [1]    Cf_Detect_local_result
0x0001       [1]    SPI1_Read_local_result
0x0001       [1]    UART1_Data_Ready_local_result
0x0001       [1]    __Lib_USB_genHID_P18K50_?FLOC____Lib_USB_genHID_P18K50_USB_Handle_BusyT1
0x0001       [2]    strcpy_ptr1
0x0001       [1]    closeDir_local_result
0x0001       [1]    FLASH_Write_16_counter
0x0001       [2]    FLASH_Read_N_Bytes_counter
0x0001       [1]    UART1_Read_local_result
0x0001       [2]    memset_chptr
0x0001       [1]    R1
0x0001       [2]    ltrim_ptr1
0x0001       [1]    FLASH_Erase_Write_64_cnt1
0x0001       [2]    strcat2_ptrl1
0x0001       [2]    memcpy_chptr1
0x0001       [1]    FLASH_Read_local_result
0x0001       [1]    Clock_Wait_High_local_result
0x0002       [2]    SPI_Ethernet_24j600_getIpAddress_local_result
0x0002       [2]    max_local_result
0x0002       [1]    isupper_local_result
0x0002       [2]    T6963C_WaitReady_ptr
0x0002       [2]    Length_local_result
0x0002       [1]    toupper_local_result
0x0002       [2]    strlen_local_result
0x0002       [1]    FLASH_Erase_Write_64_cnt2
0x0002       [1]    Clock_Wait_Low_local_result
0x0002       [1]    Wait_Falling_local_result
0x0002       [1]    __Lib_USB_genHID_P18K50_USB_CtrlTrf_Rx_Service_byteToRead_L0
0x0002       [1]    R2
0x0002       [1]    ispunct_local_result
0x0002       [2]    strstr_local_result
0x0002       [1]    FLASH_Write_16_SaveINTCON
0x0002       [2]    SPI_Ethernet_24j600_getIpMask_local_result
0x0002       [1]    I2C1_Is_Idle_local_result
0x0002       [2]    SPI_Ethernet_24j600_getGwIpAddress_local_result
0x0002       [2]    SPI_Ethernet_24j600_getDnsIpAddress_local_result
0x0002       [1]    isdigit_local_result
0x0002       [2]    strchr_local_result
0x0002       [1]    tolower_local_result
0x0002       [1]    iscntrl_local_result
0x0002       [1]    islower_local_result
0x0002       [2]    constToVar_local_result
0x0002       [2]    memchr_local_result
0x0002       [2]    strncat_ptr1
0x0002       [2]    SPI_Ethernet_getGwIpAddress_local_result
0x0002       [2]    min_local_result
0x0002       [2]    SPI_Ethernet_getDnsIpAddress_local_result
0x0002       [1]    UART1_Read_tmp
0x0002       [2]    abs_local_result
0x0002       [2]    f16_toInt_local_result
0x0002       [2]    SPI_Ethernet_getIpMask_local_result
0x0002       [2]    SPI_Ethernet_getIpAddress_local_result
0x0002       [2]    memcmp_local_result
0x0003       [2]    __Lib_USB_genHID_P18K50_USB_CtrlTrf_Tx_Service_byteToSend_L0
0x0003       [1]    isspace_local_result
0x0003       [1]    Wait_Falling_osample
0x0003       [1]    __Lib_USB_genHID_P18K50_USB_CtrlTrf_Rx_Service_i_L0
0x0003       [1]    MM_Init_i
0x0003       [2]    strcat_ptr2
0x0003       [2]    strcmp_local_result
0x0003       [2]    MM_CheckBlocks_local_result
0x0003       [2]    strncat2_ptr2
0x0003       [2]    strcpy_ptr2
0x0003       [1]    R3
0x0003       [2]    strncpy_ptr2
0x0003       [2]    memcpy_chptr2
0x0003       [2]    MM_TotalFreeMemSize_local_result
0x0003       [2]    ltrim_ptr2
0x0003       [1]    FLASH_Erase_Write_64_SaveINTCON
0x0003       [2]    strcat2_ptr1
0x0004       [2]    strchr_ptr
0x0004       [2]    strlen_ptr
0x0004       [2]    memcmp_chptr1
0x0004       [1]    Wait_Falling_nsample
0x0004       [4]    Cf_Fat_Get_File_Size_local_result
0x0004       [4]    labs_local_result
0x0004       [4]    Mmc_Fat_Tell_local_result
0x0004       [2]    __Lib_USB_genHID_P18K50_USB_Get_Status_Handler_p_L2
0x0004       [2]    memchr_chptr
0x0004       [2]    strstr_i
0x0004       [1]    __Lib_USB_genHID_P18K50_GetMaxIndexInDevDsc_index_L0
0x0004       [4]    f16_toLong_local_result
0x0004       [2]    memmove_chptr1
0x0004       [1]    R4
0x0004       [2]    Length_ptr
0x0004       [2]    strncat_ptr2
0x0004       [4]    Mmc_Fat_Get_File_Size_local_result
0x0004       [4]    frexp_local_result
0x0004       [2]    __Lib_USB_genHID_P18K50_USB_Transfer_Packet_handle_L0
0x0004       [2]    __Lib_USB_genHID_P18K50_USB_Std_Feature_Req_Handler_p_L0
0x0004       [1]    Ps2_Get_Value_local_result
0x0004       [4]    Get_Fosc_kHz_local_result
0x0004       [2]    strncmp_local_result
0x0005       [2]    strcat2_ptr2
0x0005       [2]    LongIntToHex_input_half
0x0005       [1]    GetMemAlign_i
0x0005       [2]    strcmp_ptr1
0x0005       [2]    LongWordToHex_input_half
0x0005       [1]    Ps2_Get_Value_rslt
0x0005       [1]    MM_TotalFreeMemSize_i
0x0005       [1]    Wait_Falling_i
0x0005       [1]    R5
0x0006       [2]    memcmp_chptr2
0x0006       [2]    __Lib_USB_genHID_P18K50_GetMaxIndexInConfigDsc_totalLen_L0
0x0006       [1]    strncmp_ch1
0x0006       [2]    strstr_j
0x0006       [1]    R6
0x0006       [2]    memmove_chptr2
0x0007       [1]    R7
0x0007       [2]    strcmp_ptr2
0x0007       [1]    strncmp_ch2
0x0008       [2]    strstr_k
0x0008       [2]    strncmp_ptr1
0x0008       [3]    __Lib_USB_genHID_P18K50_GetMaxIndexInConfigDsc_ptr_L0
0x0008       [1]    R8
0x0009       [1]    R9
0x000A       [2]    strncmp_ptr2
0x000A       [1]    strstr_aa
0x000A       [1]    R10
0x000B       [1]    strstr_bb
0x000B       [1]    R11
0x000C       [1]    R12
0x000D       [1]    R13
0x000E       [1]    R14
0x000F       [1]    R15
0x0010       [1]    R16
0x0011       [1]    R17
0x0012       [1]    R18
0x0013       [1]    R19
0x0014       [1]    R20
0x0015       [4]    _I2C_Start_Ptr
0x0019       [4]    _I2C_Is_Idle_Ptr
0x001D       [4]    _I2C1_Timeout_Ptr
0x0021       [4]    _I2C_Restart_Ptr
0x0025       [4]    _I2C_Stop_Ptr
0x0029       [4]    _I2C_Write_Ptr
0x002D       [4]    _I2C_Read_Ptr
0x0031       [4]    __Lib_I2C_b46__I2C1_TIMEOUT
0x0035      [17]    _txt2
0x0046      [17]    _txt1
0x0057       [1]    FARG_I2C_LCD_Out_row
0x0057       [4]    FARG_I2C1_Init_clock
0x0057       [1]    I2C_LCD_Init_rs
0x0058       [1]    FARG_I2C_LCD_Out_column
0x0059       [2]    FARG_I2C_LCD_Out_text
0x005B       [1]    I2C_LCD_Out_i
0x005C       [2]    FLOC__I2C_LCD_Out
0x005E       [2]    FARG_strlen_s
0x005E       [1]    I2C_LCD_Chr_hi_n
0x005F       [1]    I2C_LCD_Chr_lo_n
0x0060       [1]    I2C_LCD_Chr_rs
0x0061       [1]    FARG_I2C_LCD_Chr_row
0x0062       [1]    FARG_I2C_LCD_Chr_column
0x0063       [1]    FARG_I2C_LCD_Chr_out_char
0x0064       [1]    FARG_I2C_LCD_Cmd_out_char
0x0065       [1]    I2C_LCD_Cmd_hi_n
0x0066       [1]    I2C_LCD_Cmd_lo_n
0x0067       [1]    I2C_LCD_Cmd_rs
0x0068       [1]    I2C1_Start_local_result
0x0068       [1]    FARG_I2C1_Wr_data_
0x0069       [2]    I2C1_Start_j
0x0069       [1]    I2C1_Wr_local_result
0x006A       [4]    I2C1_Wr_timeout
0x006B       [4]    I2C1_Start_timeout
0x006F       [1]    FARG_SPI1_Write_data_
0x006F       [1]    FARG_UART1_Write_data_
0x0F8A       [0]    LATB6_bit
0x0F8A       [0]    LATB4_bit
0x0F93       [0]    TRISB4_bit
0x0F93       [0]    TRISB6_bit
0x0F9E       [1]    PIR1
0x0FAC       [1]    TXSTA
0x0FAD       [1]    TXREG
0x0FC5       [1]    SSPCON2
0x0FC6       [1]    SSPCON1
0x0FC7       [1]    SSPSTAT
0x0FC8       [1]    SSPADD
0x0FC9       [1]    SSPBUF
0x0FE1       [2]    FSR1
0x0FF2       [1]    INTCON
0x0FFD       [1]    TOSL
0x0FFE       [1]    TOSH
0x0FFF       [1]    TOSU
